Date,Time,RawTime,Latitude,Longitude,Altitude,Sats,SatSpeed,Precision,Distance
61120,15:42:36,14423600,48.23142100000001,16.373773,172.8,5,3.3706,2.61,7.63
61120,15:42:41,14424100,48.23145,16.373781,172.2,5,2.8336,2.61,3.28
61120,15:42:46,14424600,48.23147700000001,16.373781,172.5,5,3.3892,2.6,3.0
61120,15:42:51,14425100,48.231429,16.37376,172.3,5,2.278,2.6,5.56
61120,15:42:56,14425600,48.231195,16.373704999999998,177.6,5,3.7225,2.6,26.34
61120,15:43:01,14430100,48.231015,16.373694,180.3,5,6.8154,2.59,20.03
61120,15:43:06,14430600,48.230927,16.373727,186.5,5,3.8336,2.59,10.09
61120,15:43:11,14431100,48.230905,16.373775,184.5,5,2.4817,2.59,4.32
61120,15:43:16,14431600,48.230789,16.373766,183.2,5,5.4264,2.58,12.92
61120,15:43:21,14432100,48.230691,16.373754,185.7,5,7.445,2.58,10.93
